obj,endobj,stream,endstream,xref,trailer,startxref,Page,Encrypt,ObjStm,JS,Javascript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors,Class
33,6,182,8,1,2,1,14,0,5,1,1,0,1,0,0,0,0,8,0,0,yes
28,11,11,18,0,1,1,8,0,41,0,1,4,0,0,0,0,0,0,0,0,no
252,292,27,29,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,no
9,7,5,3,3,1,5,9,0,54,0,3,0,0,0,0,0,0,0,0,0,yes
235,8,13,9,4,1,2,36,0,1,5,6,0,0,0,0,0,0,0,0,0,no
22,40,18,4,2,2,1,10,0,6,1,2,1,1,0,0,0,0,0,0,0,no
11,292,25,16,1,2,1,3,0,3,1,6,0,0,0,0,0,0,0,0,0,yes
36,35,26,8,2,1,5,14,0,1,1,2,0,0,1,0,0,0,8,0,0,no
14,54,5,8,2,1,0,2,0,5,1,1,0,1,1,0,0,0,0,0,0,no
6,24,50,45,3,1,1,8,0,13,5,1,0,0,0,0,0,0,0,0,0,no
246,116,7,60,0,3,1,36,0,8,1,6,1,0,0,0,0,0,0,0,0,no
23,43,9,14,3,2,5,8,0,2,0,6,1,0,0,0,0,0,0,1,0,no
4,8,10,44,0,3,3,5,0,0,1,2,1,0,1,0,0,0,0,0,0,yes
12,81,13,15,2,0,1,15,0,14,0,0,0,1,0,0,0,0,0,0,0,no
149,15,44,8,1,1,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,no
17,10,55,2,1,1,1,3,0,9,2,3,0,1,0,0,0,0,8,0,0,no
54,41,45,70,0,0,2,28,0,14,2,0,0,0,3,0,0,0,0,0,0,yes
41,9,30,5,4,3,0,2,0,10,0,1,1,1,0,0,0,0,8,0,0,yes
11,39,55,40,3,3,2,2,0,2,1,1,0,0,2,0,0,0,0,0,0,yes
246,54,26,74,2,1,1,37,0,7,1,1,1,0,3,0,0,0,0,0,0,yes
50,17,70,34,1,3,1,3,0,1,0,6,0,0,0,0,0,0,0,0,0,no
11,81,6,4,1,1,3,33,0,4,1,1,0,0,0,0,0,0,0,0,0,no
34,11,20,50,3,1,2,1,0,6,1,1,1,0,0,0,0,0,0,0,0,no
57,4,5,3,2,2,2,0,0,3,0,1,4,1,0,0,0,0,8,0,0,no
27,149,2,6,2,2,2,3,0,7,0,0,4,0,3,0,0,0,8,0,0,yes
246,77,27,40,0,1,1,1,0,42,2,6,0,1,0,0,0,0,8,0,0,no
77,17,14,70,1,2,2,6,0,16,2,1,0,0,0,0,0,0,0,0,0,yes
57,9,21,12,2,2,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,yes
204,37,50,68,1,4,1,5,0,6,5,2,0,1,1,0,0,0,0,0,0,yes
6,68,11,55,2,0,1,1,0,16,0,0,4,0,0,0,0,0,0,0,0,no
11,117,40,12,1,2,0,18,0,8,1,1,1,0,0,0,0,0,8,0,0,no
49,96,50,132,1,1,0,5,0,15,0,0,0,1,0,0,0,0,8,0,0,no
126,64,20,35,0,1,0,14,0,41,1,6,1,1,0,0,0,0,0,0,0,no
116,219,28,180,1,2,0,4,0,4,1,3,0,1,0,0,0,0,0,0,0,no
117,9,132,30,0,1,1,3,0,41,1,2,0,0,0,0,0,0,0,0,0,no
81,32,40,60,2,1,5,8,0,5,0,2,0,0,2,0,0,0,0,0,0,yes
65,204,29,27,3,2,2,1,0,42,0,3,0,0,0,0,0,0,0,0,0,no
6,27,38,9,2,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,no
194,36,14,45,1,1,3,15,0,4,1,0,0,1,1,0,0,0,0,0,0,yes
219,45,4,83,0,2,1,11,0,9,0,0,0,0,1,0,0,0,8,1,0,no
96,41,19,15,1,1,1,8,0,2,1,0,0,0,1,0,0,0,8,0,0,yes
56,27,34,44,1,2,1,9,0,8,1,1,0,0,0,0,0,0,0,0,0,no
19,15,20,18,1,1,1,9,0,1,0,2,1,0,0,0,0,0,0,0,0,yes
27,7,3,182,1,2,1,4,0,5,0,2,0,1,2,0,0,0,0,0,0,no
304,8,11,6,2,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,no
304,116,3,80,3,1,2,8,0,15,0,0,0,0,3,0,0,0,0,0,0,no
25,77,21,9,1,0,2,2,0,8,1,2,0,0,0,0,0,0,0,0,0,yes
17,75,29,70,1,0,1,1,0,1,0,2,1,0,2,0,0,0,0,1,0,no
252,117,132,18,2,1,1,36,0,7,1,1,4,0,0,0,0,0,0,0,0,yes
116,120,11,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,8,1,0,no
17,9,6,83,2,1,0,16,0,16,0,2,0,0,1,0,0,0,0,0,0,yes
37,794,38,2,0,1,1,1,0,42,0,2,0,0,0,0,0,0,8,0,0,yes
149,36,70,27,2,2,2,11,0,6,5,3,4,0,0,0,0,0,0,0,0,no
27,36,41,41,2,0,1,36,0,7,1,0,0,0,3,0,0,0,0,0,0,no
23,128,45,6,1,0,0,1,0,20,1,1,0,1,0,0,0,0,0,1,0,yes
34,13,55,18,0,0,3,18,0,9,0,1,0,0,0,0,0,0,0,0,0,no
17,40,180,80,2,2,2,1,0,2,0,1,4,1,1,0,0,0,0,0,0,yes
24,13,83,19,3,1,1,2,0,15,1,1,0,1,1,0,0,0,0,0,0,no
292,10,182,27,0,1,2,1,0,1,1,2,0,0,1,0,0,0,8,0,0,yes
41,252,45,43,1,1,1,1,0,6,1,2,0,0,1,0,0,0,0,0,0,yes
35,204,7,27,1,0,2,0,0,54,0,1,4,1,2,0,0,0,8,0,0,yes
116,19,38,43,1,1,3,8,0,54,0,1,4,0,0,0,0,0,0,0,0,no
68,21,13,50,2,2,2,5,0,42,1,0,1,0,0,0,0,0,0,0,0,yes
23,35,12,26,0,3,1,2,0,13,2,0,0,1,0,0,0,0,8,0,0,no
40,31,20,2,2,4,1,5,0,42,1,1,4,1,2,0,0,0,0,0,0,no
23,10,44,29,0,0,2,2,0,9,0,2,0,1,0,0,0,0,0,0,0,no
116,204,41,1,1,2,1,3,0,1,1,6,0,1,0,0,0,0,0,0,0,yes
36,45,7,11,1,1,2,0,0,15,0,1,0,1,0,0,0,0,0,0,0,yes
83,39,80,68,2,1,2,4,0,1,0,0,0,0,3,0,0,0,0,0,0,no
149,17,8,15,1,3,0,7,0,0,0,1,1,1,0,0,0,0,0,0,0,no
15,149,182,40,4,3,2,5,0,7,0,2,4,1,0,0,0,0,0,0,0,yes
125,126,26,40,2,0,1,18,0,6,0,0,0,0,0,0,0,0,0,1,0,yes
121,32,132,18,0,0,3,14,0,42,0,1,0,1,1,0,0,0,8,0,0,no
49,45,27,55,3,1,3,28,0,3,1,2,1,1,0,0,0,0,8,0,0,no
25,37,29,1,1,4,2,37,0,42,0,6,1,0,0,0,0,0,8,0,0,no
235,219,3,20,2,1,1,1,0,4,0,0,4,0,0,0,0,0,0,0,0,no
126,27,28,30,3,4,5,5,0,0,1,0,1,0,1,0,0,0,0,1,0,yes
794,25,2,41,1,2,1,18,0,1,1,0,1,0,0,0,0,0,0,0,0,yes
77,56,12,41,0,1,5,1,0,16,1,0,0,1,0,0,0,0,8,0,0,no
8,34,83,13,1,4,3,1,0,14,2,6,1,1,2,0,0,0,8,0,0,no
246,38,4,11,3,0,2,2,0,1,5,1,0,0,2,0,0,0,0,0,0,yes
7,81,10,19,2,2,2,1,0,10,0,0,0,1,0,0,0,0,0,0,0,yes
292,96,29,20,1,1,1,8,0,2,1,1,1,1,1,0,0,0,0,0,0,yes
246,54,11,55,1,2,1,1,0,16,0,3,0,0,0,0,0,0,0,1,0,no
172,8,74,70,1,4,5,1,0,0,5,2,0,0,0,0,0,0,0,0,0,no
17,42,5,60,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,no
57,34,83,15,3,1,1,36,0,0,1,0,0,0,1,0,0,0,0,0,0,no
9,25,9,25,1,2,2,9,0,8,0,0,0,0,0,0,0,0,0,0,0,no
4,11,180,83,0,0,1,36,0,20,0,0,0,0,3,0,0,0,8,0,0,yes
33,117,132,29,0,2,3,1,0,0,0,0,0,1,0,0,0,0,8,0,0,no
77,21,29,13,1,1,1,4,0,0,0,6,1,0,2,0,0,0,0,0,0,yes
117,42,40,55,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,yes
8,49,11,180,1,2,2,8,0,13,0,1,0,0,2,0,0,0,0,1,0,no
172,49,9,34,2,1,2,28,0,41,1,0,0,0,0,0,0,0,8,0,0,no
54,8,7,27,0,1,1,37,0,0,1,0,0,0,0,0,0,0,0,0,0,yes
4,17,182,50,1,2,1,1,0,8,2,0,0,0,1,0,0,0,0,0,0,yes
7,11,35,45,2,2,3,8,0,0,0,2,0,1,0,0,0,0,0,0,0,yes
34,27,182,12,1,1,3,36,0,7,0,1,0,1,0,0,0,0,0,0,0,no
9,21,40,27,4,2,3,4,0,1,1,2,0,1,2,0,0,0,0,0,0,yes
75,149,13,34,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,yes
22,204,180,70,2,4,1,2,0,41,0,1,0,0,0,0,0,0,8,0,0,no
194,57,20,29,0,1,2,3,0,16,0,1,4,0,1,0,0,0,0,0,0,no
121,40,8,19,4,2,0,10,0,5,0,6,0,0,1,0,0,0,0,1,0,yes
42,10,40,34,3,1,1,33,0,0,2,0,0,0,2,0,0,0,0,0,0,no
56,39,34,44,0,0,3,8,0,16,0,0,1,1,1,0,0,0,0,0,0,yes
49,35,35,80,0,4,0,36,0,9,2,0,4,0,0,0,0,0,0,0,0,no
37,120,70,13,4,2,2,1,0,20,1,1,0,0,0,0,0,0,0,1,0,no
794,22,41,34,0,0,2,8,0,9,0,0,0,0,0,0,0,0,0,0,0,yes
69,75,11,9,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,yes
14,125,26,74,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,yes
6,35,50,45,2,1,1,4,0,16,2,2,0,0,3,0,0,0,8,0,0,no
81,11,26,1,1,4,1,2,0,20,5,6,0,0,3,0,0,0,0,0,0,no
9,38,68,16,3,0,1,8,0,6,5,1,4,0,0,0,0,0,0,0,0,no
120,6,6,68,3,2,1,8,0,4,2,0,0,0,0,0,0,0,8,1,0,no
242,49,83,9,4,2,0,8,0,2,0,2,1,1,1,0,0,0,8,0,0,yes
204,204,2,16,1,1,3,6,0,1,0,2,0,0,0,0,0,0,8,0,0,no
57,19,180,20,4,1,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,yes
45,68,2,18,2,1,1,2,0,9,0,6,1,0,1,0,0,0,0,0,0,no
4,21,60,10,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,yes
22,23,34,25,4,2,1,36,0,4,1,0,0,1,1,0,0,0,0,0,0,no
65,31,6,4,1,1,1,16,0,54,1,1,0,0,2,0,0,0,0,0,0,yes
36,126,9,6,0,2,2,16,0,14,0,3,0,0,3,0,0,0,8,0,0,no
9,77,45,14,3,1,1,5,0,0,5,0,0,1,1,0,0,0,8,0,0,no
13,794,28,83,2,2,1,11,0,16,1,0,0,0,0,0,0,0,0,0,0,no
204,292,2,83,2,0,1,4,0,9,0,1,0,0,2,0,0,0,0,1,0,no
8,126,34,132,2,0,5,36,0,8,1,6,0,0,3,0,0,0,0,1,0,yes
54,9,2,2,3,0,1,15,0,0,2,1,4,1,0,0,0,0,0,0,0,no
15,219,21,15,4,3,1,8,0,10,0,0,0,1,0,0,0,0,0,0,0,yes
39,59,4,180,0,2,1,4,0,6,0,0,0,1,0,0,0,0,0,0,0,no
25,246,70,40,4,4,2,33,0,5,0,1,4,0,0,0,0,0,0,0,0,no
50,34,40,68,0,1,1,18,0,15,0,0,0,1,0,0,0,0,0,1,0,no
28,77,180,20,2,0,1,8,0,5,0,2,1,1,2,0,0,0,0,0,0,no
19,37,5,2,2,1,1,33,0,16,0,3,0,1,0,0,0,0,8,0,0,no
125,21,16,14,1,1,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,yes
6,41,26,18,0,2,5,5,0,6,2,3,4,0,0,0,0,0,0,0,0,no
31,14,15,45,1,4,3,8,0,42,1,3,4,0,2,0,0,0,0,0,0,yes
64,36,70,5,2,2,1,18,0,54,1,2,0,0,3,0,0,0,0,0,0,yes
32,4,25,27,3,4,3,3,0,16,1,1,0,0,0,0,0,0,0,1,0,no
7,4,74,180,2,0,1,11,0,1,2,1,0,1,0,0,0,0,8,0,0,yes
10,292,25,55,1,2,2,16,0,0,0,0,4,0,0,0,0,0,0,0,0,no
86,65,1,45,1,1,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,yes
204,56,44,18,0,1,2,28,0,10,5,0,0,0,0,0,0,0,0,0,0,no
128,54,28,25,2,0,2,10,0,1,1,0,0,1,1,0,0,0,0,0,0,no
194,54,5,41,1,2,1,16,0,0,1,2,0,0,0,0,0,0,0,0,0,yes
6,57,14,28,0,3,2,11,0,9,0,2,0,1,0,0,0,0,0,0,0,no
64,6,11,15,4,1,2,1,0,6,0,1,0,1,0,0,0,0,0,0,0,no
25,14,38,20,1,1,2,10,0,2,1,0,0,0,1,0,0,0,0,0,0,no
33,21,14,28,2,1,0,11,0,13,2,0,1,0,0,0,0,0,8,1,0,yes
86,149,21,27,3,2,1,11,0,4,2,6,0,1,2,0,0,0,0,0,0,no
83,117,44,29,2,2,1,14,0,0,1,1,0,0,0,0,0,0,0,0,0,no
4,450,180,6,1,4,1,10,0,16,0,2,0,1,0,0,0,0,0,0,0,yes
125,65,132,21,2,0,1,0,0,13,0,0,0,0,0,0,0,0,8,0,0,no
11,43,45,2,4,0,1,11,0,6,1,0,1,1,1,0,0,0,8,0,0,no
59,26,16,10,1,3,5,8,0,0,0,0,0,0,1,0,0,0,0,0,0,yes
64,64,21,30,3,3,2,28,0,2,1,0,0,0,2,0,0,0,0,0,0,no
37,34,11,12,2,2,1,33,0,0,5,1,0,0,0,0,0,0,8,0,0,no
12,9,80,7,0,3,2,7,0,5,5,0,0,0,0,0,0,0,0,0,0,yes
17,23,2,43,2,3,3,36,0,13,1,2,4,0,1,0,0,0,0,0,0,yes
34,8,60,70,2,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,no
11,68,6,19,2,1,5,1,0,4,0,0,0,0,0,0,0,0,8,1,0,yes
117,13,70,30,1,3,1,15,0,1,0,6,4,0,0,0,0,0,0,1,0,no
27,49,2,74,2,3,5,1,0,14,1,1,1,0,1,0,0,0,8,0,0,no
25,37,10,182,0,1,1,36,0,15,0,0,4,0,2,0,0,0,0,0,0,yes
83,24,40,10,2,1,0,33,0,7,1,1,1,0,0,0,0,0,8,0,0,no
14,125,45,182,2,0,0,10,0,20,1,0,4,1,0,0,0,0,8,0,0,yes
12,59,35,16,0,1,3,1,0,1,1,6,1,0,0,0,0,0,0,0,0,no
22,35,80,7,0,1,2,5,0,14,0,0,0,1,1,0,0,0,0,1,0,yes
49,6,4,43,1,1,2,8,0,1,1,0,0,0,1,0,0,0,0,0,0,yes
32,120,26,9,2,3,0,8,0,14,0,2,4,1,2,0,0,0,0,0,0,yes
8,25,6,34,1,1,1,11,0,3,2,0,0,1,2,0,0,0,0,0,0,no
115,59,3,9,2,1,0,2,0,16,1,0,0,1,0,0,0,0,0,0,0,yes
50,19,26,40,4,1,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,no
24,39,27,16,3,2,5,33,0,0,0,0,1,0,2,0,0,0,0,0,0,no
56,15,40,8,4,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,no
450,246,12,18,4,3,3,8,0,1,1,1,4,0,0,0,0,0,0,0,0,yes
204,51,74,2,1,4,1,8,0,2,5,1,0,1,1,0,0,0,0,1,0,no
125,172,35,9,1,0,5,1,0,5,2,1,0,0,0,0,0,0,0,1,0,no
49,8,4,10,2,1,1,1,0,13,1,0,0,1,2,0,0,0,8,1,0,yes
14,38,83,4,1,4,1,37,0,2,0,0,0,1,0,0,0,0,0,0,0,yes
9,96,68,8,2,3,2,6,0,41,1,0,0,0,0,0,0,0,8,0,0,no
4,86,83,9,1,3,0,33,0,0,0,0,0,0,2,0,0,0,0,0,0,no
23,11,16,21,1,1,1,37,0,1,1,0,1,0,1,0,0,0,0,0,0,yes
8,8,15,2,1,2,1,3,0,1,0,1,0,0,2,0,0,0,0,0,0,no
32,41,5,14,1,1,5,2,0,4,1,1,0,0,0,0,0,0,0,0,0,yes
83,9,10,50,1,2,3,5,0,41,1,0,0,1,1,0,0,0,8,0,0,no
54,149,13,18,1,1,3,14,0,16,1,0,0,1,0,0,0,0,0,1,0,yes
26,8,3,60,1,2,1,8,0,13,5,1,0,1,0,0,0,0,0,0,0,no
16,96,45,70,2,2,1,28,0,54,1,0,0,0,2,0,0,0,8,0,0,yes
6,28,180,3,2,1,3,15,0,13,0,3,4,0,0,0,0,0,0,0,0,yes
21,56,43,35,1,1,3,8,0,5,0,3,0,0,0,0,0,0,0,0,0,no
34,172,18,3,1,4,1,5,0,41,2,0,1,1,1,0,0,0,0,0,0,no
69,120,132,4,4,2,1,2,0,54,0,1,0,1,0,0,0,0,0,0,0,no
34,8,1,18,0,1,1,16,0,8,1,0,4,0,1,0,0,0,0,0,0,no
194,9,43,8,1,0,2,9,0,13,2,3,0,0,0,0,0,0,0,0,0,no
19,50,83,10,0,2,3,3,0,9,0,1,0,0,0,0,0,0,0,0,0,no
9,25,132,15,4,1,0,2,0,54,5,2,0,0,0,0,0,0,0,1,0,yes
14,42,1,40,0,1,2,3,0,7,0,0,0,1,1,0,0,0,0,0,0,no
36,15,5,20,1,3,2,1,0,3,0,1,0,0,0,0,0,0,8,0,0,yes
24,41,3,180,4,2,2,2,0,13,2,1,0,1,0,0,0,0,0,1,0,yes
235,219,6,16,2,1,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,no
51,96,20,9,1,4,2,11,0,7,2,2,0,0,1,0,0,0,0,0,0,yes
4,115,70,74,1,4,2,1,0,41,0,0,0,0,0,0,0,0,0,0,0,yes
204,22,9,27,2,1,1,9,0,2,0,0,4,0,1,0,0,0,0,0,0,no
204,56,2,26,1,1,3,2,0,20,5,0,0,1,0,0,0,0,8,0,0,yes
8,235,8,45,0,2,2,28,0,0,0,1,0,1,2,0,0,0,0,0,0,yes
115,25,25,18,0,0,1,4,0,0,0,0,1,0,2,0,0,0,0,0,0,yes
65,17,12,10,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,yes
292,194,7,25,1,1,3,10,0,0,0,3,0,0,0,0,0,0,8,0,0,yes
77,10,2,3,1,1,2,8,0,0,0,2,1,0,2,0,0,0,0,0,0,no
65,15,29,12,1,1,5,6,0,1,5,0,0,0,3,0,0,0,8,1,0,no
219,43,15,12,1,0,1,6,0,2,5,1,1,0,1,0,0,0,0,1,0,yes
19,116,68,70,1,4,1,4,0,1,0,0,4,0,2,0,0,0,0,0,0,no
23,117,2,10,2,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,yes
56,51,1,50,4,1,1,9,0,0,0,6,0,1,0,0,0,0,0,0,0,no
21,96,45,29,0,1,2,7,0,0,0,0,1,0,0,0,0,0,8,1,0,no
219,11,26,50,2,1,1,0,0,10,1,1,0,0,0,0,0,0,8,0,0,yes
37,17,30,8,2,3,3,5,0,15,0,1,0,0,0,0,0,0,0,0,0,yes
794,235,132,12,1,1,5,11,0,0,1,6,0,0,0,0,0,0,8,0,0,no
27,194,25,40,2,1,1,0,0,15,1,0,0,0,0,0,0,0,0,1,0,no
31,22,1,45,4,1,2,16,0,4,2,0,0,1,0,0,0,0,0,0,0,no
28,69,1,35,1,3,1,2,0,20,1,3,0,1,1,0,0,0,0,0,0,no
57,7,34,15,1,1,5,2,0,4,0,0,1,0,3,0,0,0,0,0,0,no
9,15,1,83,4,1,3,2,0,41,1,1,0,0,0,0,0,0,0,0,0,no
13,33,28,180,1,2,1,14,0,2,0,0,0,1,1,0,0,0,8,0,0,no
235,54,10,11,2,1,1,7,0,13,0,2,0,0,0,0,0,0,0,0,0,no
11,64,12,6,1,2,2,33,0,41,1,6,0,0,2,0,0,0,0,0,0,no
11,16,11,11,2,1,2,2,0,3,0,0,0,0,1,0,0,0,8,0,0,no
115,23,1,6,4,2,1,4,0,16,1,0,0,0,0,0,0,0,0,0,0,no
41,27,26,180,0,1,1,28,0,13,1,1,4,0,0,0,0,0,0,0,0,no
125,65,8,132,0,3,2,16,0,9,0,0,0,0,3,0,0,0,0,1,0,no
21,25,4,7,1,2,2,2,0,20,5,0,0,1,2,0,0,0,0,0,0,no
125,21,26,14,0,3,1,4,0,0,5,1,0,1,2,0,0,0,8,0,0,no
59,15,20,19,0,0,1,3,0,41,5,2,0,1,0,0,0,0,8,0,0,yes
11,15,74,41,2,2,2,37,0,1,1,0,4,0,0,0,0,0,0,0,0,no
77,41,180,28,1,0,1,1,0,10,1,2,1,1,0,0,0,0,0,0,0,yes
37,16,8,18,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,no
21,9,4,13,2,2,0,8,0,0,2,6,0,0,0,0,0,0,8,0,0,yes
7,50,80,34,0,4,1,16,0,14,0,2,1,0,2,0,0,0,0,1,0,no
219,219,41,74,1,0,3,0,0,15,1,0,0,1,0,0,0,0,0,0,0,yes
41,9,1,27,1,2,2,7,0,5,1,1,0,0,0,0,0,0,0,0,0,yes
149,23,2,50,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no
36,235,60,2,0,1,5,1,0,3,5,1,0,0,1,0,0,0,0,0,0,yes
69,40,40,29,2,1,1,16,0,3,1,0,0,0,0,0,0,0,0,0,0,yes
68,26,180,20,2,3,0,4,0,20,0,0,0,0,1,0,0,0,0,0,0,yes
7,9,30,41,1,2,1,0,0,8,1,1,0,0,2,0,0,0,0,0,0,no
235,14,12,14,2,2,1,10,0,2,0,1,0,0,0,0,0,0,0,1,0,yes
19,45,30,180,2,2,1,37,0,13,0,1,0,1,0,0,0,0,0,0,0,no
128,235,20,2,2,1,0,7,0,16,0,0,4,1,0,0,0,0,0,0,0,yes
34,11,6,28,1,2,1,1,0,42,0,0,0,0,1,0,0,0,0,0,0,yes
22,96,30,8,1,1,2,4,0,54,5,1,0,0,1,0,0,0,0,0,0,no
252,43,6,30,1,4,1,5,0,2,0,3,0,1,3,0,0,0,0,0,0,no
21,19,4,38,1,1,5,15,0,42,5,1,0,0,0,0,0,0,0,0,0,yes
